,TIC,sec,ec_long,ec_lat,num_s
72,49934962,5,56.89004717663652,-21.147987713555718,2
73,49934962,109,56.89004717663652,-21.147987713555718,2
74,56812239,46,184.08154678150345,-1.589442547675181,3
75,56812239,91,184.08154678150345,-1.589442547675181,3
76,56812239,115,184.08154678150345,-1.589442547675181,3
77,72461450,23,198.3727781674674,23.324332833996156,2
78,72461450,50,198.3727781674674,23.324332833996156,2
79,77490014,18,49.357402810964544,13.265862497125722,2
80,77490014,85,49.357402810964544,13.265862497125722,2
81,558452,81,301.65873134140685,18.24011248671711,1
82,619444,91,204.66743708495673,1.1974097121732057,2
83,619444,115,204.66743708495673,1.1974097121732057,2
84,619638,91,204.41886551119404,1.9813786542753955,2
85,619638,115,204.41886551119404,1.9813786542753955,2
86,589826,5,64.38846705055582,-49.90438704861373,6
87,589826,32,64.38846705055582,-49.90438704861373,6
88,589826,98,64.38846705055582,-49.90438704861373,6
89,589826,106,64.38846705055582,-49.90438704861373,6
90,589826,108,64.38846705055582,-49.90438704861373,6
91,589826,109,64.38846705055582,-49.90438704861373,6
92,621750,91,206.05186947682003,-1.583658852818001,2
93,621750,115,206.05186947682003,-1.583658852818001,2
94,681678,5,68.06355218688977,-47.94664596763278,6
95,681678,32,68.06355218688977,-47.94664596763278,6
96,681678,98,68.06355218688977,-47.94664596763278,6
97,681678,106,68.06355218688977,-47.94664596763278,6
98,681678,107,68.06355218688977,-47.94664596763278,6
99,681678,109,68.06355218688977,-47.94664596763278,6
100,748290,54,301.63232285698325,15.157968658744664,2
101,748290,81,301.63232285698325,15.157968658744664,2
102,20297048,5,91.24388282270935,-60.98296554373123,7
103,20297048,6,91.24388282270935,-60.98296554373123,7
104,20297048,32,91.24388282270935,-60.98296554373123,7
105,20297048,33,91.24388282270935,-60.98296554373123,7
106,20297048,87,91.24388282270935,-60.98296554373123,7
107,20297048,98,91.24388282270935,-60.98296554373123,7
108,20297048,108,91.24388282270935,-60.98296554373123,7
109,20297375,6,91.26345425965627,-60.30874641829194,6
110,20297375,32,91.26345425965627,-60.30874641829194,6
111,20297375,33,91.26345425965627,-60.30874641829194,6
112,20297375,87,91.26345425965627,-60.30874641829194,6
113,20297375,98,91.26345425965627,-60.30874641829194,6
114,20297375,108,91.26345425965627,-60.30874641829194,6
115,20278256,80,276.40508901404496,16.69796470904921,2
116,20278256,118,276.40508901404496,16.69796470904921,2
117,20304188,24,210.95371899907906,52.45719788584064,5
118,20304188,50,210.95371899907906,52.45719788584064,5
119,20304188,51,210.95371899907906,52.45719788584064,5
120,20304188,77,210.95371899907906,52.45719788584064,5
121,20304188,78,210.95371899907906,52.45719788584064,5
122,20319492,9,180.5066516185574,-30.645700470163018,7
123,20319492,36,180.5066516185574,-30.645700470163018,7
124,20319492,63,180.5066516185574,-30.645700470163018,7
