,TIC,ec_long,ec_lat,num_s,sec
110,60680368,338.4189997862441,22.471604677544452,2,"[55, 82]"
111,60716322,347.9437715535596,18.40225735503239,2,"[56, 83]"
112,60760766,144.12249412433616,-23.21989278647395,4,"[8, 35, 61, 62]"
113,60709182,199.74494101202475,-21.133245183775333,3,"[10, 37, 64]"
114,60776796,110.12073456794047,-0.39989790042583157,3,"[44, 45, 46]"
115,60771061,110.47703638074815,-3.3988581484416462,5,"[44, 45, 46, 71, 72]"
116,80535228,33.29645211629516,23.608276050627914,4,"[17, 57, 84, 85]"
117,1544160,279.0697122064369,2.0810433054790507,1,[92]
118,1628071,193.80981782444186,-11.691689530339616,4,"[10, 37, 63, 90]"
119,1604036,134.55138526342793,-19.876732782884716,4,"[8, 34, 61, 88]"
120,1629931,192.97745171425888,-9.498857018545975,5,"[10, 46, 63, 90, 91]"
121,21223063,127.46585207819223,-3.1936923409681546,4,"[44, 45, 46, 72]"
122,21240825,77.1465142003694,23.150816311498673,3,"[19, 73, 86]"
123,21332165,6.317038595168944,33.10282268275656,3,"[56, 83, 84]"
124,21333780,5.477515723967473,31.420926722446854,2,"[56, 83]"
125,21321033,77.27863093765069,23.244157278647304,3,"[19, 73, 86]"
126,21373524,110.99712931051451,18.007624694443056,1,[60]
127,41487605,186.578048714563,-88.63754149682183,30,"[1, 2, 4, 5, 7, 8, 11, 12, 27, 28, 29, 31, 32, 34, 35, 37, 38, 39, 63, 64, 65, 66, 67, 68, 87, 90, 93, 94, 95, 96]"
128,60876325,67.24410477797396,-5.65420221144886,4,"[43, 44, 70, 71]"
129,60846097,110.34271306542422,-0.45852828350970104,3,"[44, 45, 46]"
130,60835617,359.43145369150966,14.066900616063036,2,"[56, 83]"
131,60847893,110.72550727584368,-2.828246600545508,5,"[44, 45, 46, 71, 72]"
132,60879815,67.29080940154087,-6.083809359710826,6,"[5, 32, 43, 44, 70, 71]"
133,60879864,67.36518911069604,-6.000542665887303,6,"[5, 32, 43, 44, 70, 71]"
134,60908478,145.79356089404462,-23.87914247338746,3,"[35, 62, 89]"
135,60905906,146.22259659788534,-25.54981277796662,3,"[35, 62, 89]"
136,80681409,195.78834733816154,-50.98365620309777,6,"[10, 36, 37, 63, 64, 90]"
137,1712781,159.1828464064669,-13.14691078510359,3,"[35, 62, 89]"
138,1678825,134.82638583198423,-19.067716208454815,3,"[8, 34, 61]"
139,1740238,145.88239765633767,-44.14788097419253,5,"[35, 61, 62, 88, 89]"
140,1776724,285.57014957358354,-7.0219212272880105,3,"[13, 27, 92]"
141,21398893,111.15131591162417,18.028657329706697,1,[60]
142,21447922,126.16259123686932,21.804638721408985,2,"[21, 47]"
143,21504820,83.02667468695635,-62.74643999336466,5,"[5, 6, 32, 33, 87]"
144,21509804,136.62846089319,26.743463502987886,2,"[21, 48]"
145,21535479,149.06443529133108,31.06121537742006,1,[48]
146,41533357,257.09598233031545,-84.6877923413341,40,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 27, 28, 30, 31, 32, 33, 34, 35, 36, 37, 38, 61, 62, 63, 64, 65, 66, 67, 68, 69, 87, 88, 89, 90, 93, 94, 95, 96]"
147,60953597,145.21421213456966,-22.073738135476273,4,"[8, 35, 62, 89]"
148,60977396,231.2030625355133,-8.024001633918246,4,"[11, 38, 65, 91]"
149,60992062,111.20241500019422,-1.9776922722805341,5,"[44, 45, 46, 71, 72]"
150,60986644,35.695496704418616,10.831670541971482,6,"[17, 42, 43, 70, 71, 85]"
151,60986648,35.685695969130386,10.827795555126679,6,"[17, 42, 43, 70, 71, 85]"
152,61018454,42.68115124433765,6.68939041538887,6,"[18, 42, 43, 44, 70, 71]"
153,61046517,42.010011803189386,3.6170882660771486,4,"[42, 43, 44, 70]"
154,61058929,273.23777464760246,-11.19877306577625,5,"[13, 66, 91, 92, 93]"
155,80881274,109.13844503071138,37.60783857178079,4,"[20, 47, 60, 74]"
156,80858885,110.50217833822732,33.157298876601736,3,"[20, 47, 60]"
157,80942869,109.80829462459694,37.95796768269186,4,"[20, 47, 60, 74]"
158,80929706,110.15298236745453,36.50304657976474,4,"[20, 47, 60, 74]"
159,80937975,194.21566189636536,-49.28826034446827,6,"[10, 36, 37, 63, 64, 90]"
160,1840666,80.4960345075505,9.61529784833292,8,"[19, 43, 44, 45, 59, 71, 73, 86]"
161,21540293,83.83845618772393,-62.67364949922811,5,"[5, 6, 32, 33, 87]"
162,21546574,123.12970035598673,27.271853484979104,2,"[21, 47]"
163,21581018,147.8827944982449,3.785257928038877,3,"[45, 46, 72]"
164,21579071,84.69046948282919,-59.609497842286146,5,"[5, 6, 32, 33, 87]"
165,21623610,163.3730273127728,37.269222926253946,3,"[22, 49, 76]"
166,21598259,163.43182354393463,36.608755006268254,3,"[22, 49, 76]"
167,21635088,247.99827730811518,55.89814091606183,4,"[25, 52, 78, 79]"
168,41717460,215.7964028007476,53.292125070958924,5,"[24, 50, 51, 77, 78]"
169,41711473,213.43201087957272,54.97751240063673,5,"[24, 50, 51, 77, 78]"
170,61125572,151.87138832039457,1.9424403169797573,3,"[45, 46, 72]"
171,61126912,150.16868437512332,6.737901786038038,4,"[45, 46, 48, 72]"
172,80951366,111.65142304155758,34.2238056839996,3,"[20, 47, 60]"
173,61184726,273.3250083648217,-9.697617561043227,5,"[13, 66, 91, 92, 93]"
174,81003405,111.883261817834,35.594030041179906,4,"[20, 47, 60, 74]"
175,81041820,112.13754476865137,36.24011338980415,4,"[20, 47, 60, 74]"
176,81075894,111.53358725305978,38.682028654262915,4,"[20, 47, 60, 74]"
177,81074586,113.37828969535123,33.89934830362264,2,"[20, 60]"
178,81105604,112.60851095410014,37.028376314458356,4,"[20, 47, 60, 74]"
179,1981698,274.2292801894534,19.76267219471657,1,[80]
180,21704463,302.18445943642377,52.578717110760564,6,"[14, 40, 41, 54, 74, 81]"
181,21721790,248.44662419185747,57.1847874180315,4,"[25, 52, 78, 79]"
182,21748040,87.6576860667783,-59.33026815963756,5,"[5, 6, 32, 33, 87]"
183,21831056,249.63310279152057,58.459472507505104,3,"[25, 26, 79]"
184,21812308,160.22289190491622,-37.9620072215321,5,"[8, 9, 35, 62, 89]"
185,21832928,250.7261586946622,54.677113374776354,4,"[25, 26, 52, 79]"
186,41860807,1.3162449574379047,-41.620413418517394,3,"[29, 30, 69]"
187,41919862,271.8396119408374,20.194980210129195,1,[80]
188,81217270,115.56635330817411,33.97077869452276,3,"[20, 47, 60]"
189,2236015,81.19520456573638,10.645790679819477,8,"[19, 43, 44, 45, 59, 71, 73, 86]"
190,2226189,146.8533597323111,-42.85314432702667,3,"[8, 35, 61]"
191,2173506,279.37201418592264,3.043804298264306,1,[92]
192,2288734,287.18297838427725,-1.8604894616756043,1,[92]
193,21864252,201.9899424781565,-38.26297574065416,4,"[10, 37, 64, 90]"
194,21895899,160.36661904124335,-36.95941861896128,5,"[8, 9, 35, 62, 89]"
195,21897561,250.98638632307083,55.965269703017384,4,"[25, 26, 52, 79]"
196,22030964,204.7447529263111,-40.571993525308464,3,"[10, 37, 64]"
197,42013007,2.4676257600971745,-45.47477327026513,4,"[3, 29, 30, 69]"
198,61360821,34.48580848267008,21.53901824816727,2,"[17, 85]"
199,61397572,232.75220897184712,-7.092082571476824,3,"[11, 38, 91]"
200,61447354,232.36402399435656,-5.848623696071372,1,[91]
201,61405613,105.74565256602597,-40.04660869737192,4,"[6, 7, 33, 87]"
202,61434520,273.51433025153045,-7.931914118990822,4,"[13, 66, 91, 93]"
203,81375040,260.4343262744686,-1.1926609824157426,1,[91]
204,81376588,260.44448537514415,-0.9805414279115512,1,[91]
205,2433001,81.43908302414755,10.847090316763692,8,"[19, 43, 44, 45, 59, 71, 73, 86]"
206,22083423,161.93111428702895,-37.39115188613437,4,"[9, 35, 62, 89]"
207,22102358,203.4776771355125,-38.779862450849585,3,"[10, 37, 64]"
208,22129510,269.2727786016776,56.0860139574472,6,"[26, 40, 52, 53, 79, 80]"
209,22234795,163.00116239787445,-37.147249115919735,4,"[9, 35, 62, 89]"
210,22235339,162.47835373441006,-36.32156408575199,4,"[9, 35, 62, 89]"
211,22253703,303.6407030081471,54.27688110431921,6,"[14, 40, 41, 54, 74, 75]"
212,42334982,96.92878674165223,-24.234139273073044,3,"[6, 33, 87]"
213,61524043,36.84244137870862,22.925360859439564,3,"[17, 58, 85]"
214,2471579,198.80593484380665,-8.620627040056942,4,"[37, 46, 64, 91]"
215,2473207,198.778840601629,-8.222409924558274,4,"[37, 46, 64, 91]"
216,2507547,81.48317337078089,9.641102561427116,8,"[19, 43, 44, 45, 59, 71, 73, 86]"
217,22295632,268.60066425866313,-18.566686859720498,4,"[13, 39, 66, 93]"
218,22286705,162.10857329195449,-34.89729151258584,4,"[9, 35, 62, 89]"
219,22333801,270.9398804755553,53.993078137021044,4,"[40, 53, 79, 80]"
220,42438405,97.12143207461999,-26.272688678404567,3,"[6, 33, 87]"
221,42551532,294.8994595138827,54.493270012633985,8,"[14, 40, 41, 53, 54, 74, 80, 81]"
222,42569616,97.33779509935037,-24.777012966250876,3,"[6, 33, 87]"
223,61822201,200.35635573647897,-42.33130766120295,3,"[10, 37, 64]"
224,81614523,148.41212944111152,-63.7163591486119,8,"[8, 9, 34, 35, 61, 62, 88, 89]"
225,81709032,145.9634957559609,-61.66102652229636,6,"[34, 35, 61, 62, 88, 89]"
226,2620617,209.56824356999127,3.4837892037390095,1,[91]
227,2620618,209.56722435196804,3.4836105113753795,1,[91]
228,2622122,210.37236321356127,1.9730005737007728,1,[91]
229,22516402,272.5683722426837,53.98594132674605,5,"[26, 40, 53, 79, 80]"
230,22600633,120.2096092035226,-62.05629512459468,6,"[8, 33, 34, 61, 87, 88]"
231,22594935,103.83640773327939,21.264822510167622,2,"[20, 47]"
232,22647848,207.43077181332063,-40.65122366832124,3,"[10, 37, 64]"
233,22632346,103.50952410336892,25.022227493641466,3,"[20, 47, 60]"
234,42718728,319.99012630562447,57.078918594506796,8,"[14, 15, 41, 54, 55, 75, 81, 82]"
235,42634920,97.23144916342332,-24.050285968340475,3,"[6, 33, 87]"
236,42705187,294.2093571051464,52.28422022250739,7,"[14, 40, 53, 54, 74, 80, 81]"
237,61913298,112.47552354523978,-26.881897966407653,3,"[7, 33, 87]"
238,61941944,199.20142606724153,-40.35633481659818,5,"[10, 37, 63, 64, 90]"
239,81854295,195.45321888263348,-48.333682111114996,6,"[10, 36, 37, 63, 64, 90]"
240,81911786,66.24870499538446,44.90169533375368,4,"[18, 19, 59, 86]"
241,81931778,111.65496040223043,-40.33725268441269,4,"[7, 33, 34, 87]"
242,2944024,83.2415412691919,10.510814564875211,8,"[19, 43, 44, 45, 59, 71, 73, 86]"
243,22712605,44.327934713433024,12.011425291397643,6,"[18, 42, 43, 44, 58, 85]"
244,22817261,184.1834625954636,42.98961531384966,5,"[23, 49, 50, 76, 77]"
245,22847803,185.41158895204714,42.48196408352929,5,"[23, 49, 50, 76, 77]"
246,22791328,182.96228979960154,44.334759218341205,5,"[23, 49, 50, 76, 77]"
247,42991761,97.8345559911774,-23.96580403566572,3,"[6, 33, 87]"
248,62119725,285.7806339385295,-22.144054557038572,4,"[13, 27, 67, 94]"
249,62119727,285.77214432618507,-22.14473056721135,4,"[13, 27, 67, 94]"
250,62204855,268.5351587003525,19.969230037411013,1,[80]
251,62184739,285.82682413003954,-22.49751508014583,4,"[13, 27, 67, 94]"
252,82018471,199.21700789496037,-51.20460999299039,4,"[37, 63, 64, 90]"
253,82068320,148.34268773898555,-63.03792729417792,8,"[8, 9, 34, 35, 61, 62, 88, 89]"
254,22874788,44.56451862917496,8.854567665381687,8,"[18, 42, 43, 44, 58, 70, 71, 85]"
255,22874790,44.57434816292693,8.850479102747405,8,"[18, 42, 43, 44, 58, 70, 71, 85]"
256,22908364,208.03110469659782,-40.2773696470428,3,"[10, 37, 64]"
257,22954165,184.04490462329926,47.47855485973546,6,"[16, 23, 49, 50, 76, 77]"
258,22972926,122.26204751255656,-61.947738207942386,7,"[7, 8, 33, 34, 61, 87, 88]"
259,23052028,63.982156662708505,7.700126537907672,5,"[18, 44, 70, 71, 86]"
260,43068884,321.8980831827095,58.93946476305498,8,"[14, 15, 41, 54, 55, 75, 81, 82]"
261,43158945,278.46072235068334,21.57332942780877,1,[80]
262,62264650,268.3975803851393,21.81164207377862,1,[80]
263,62355113,120.04007075698368,-32.66957592117363,3,"[34, 61, 88]"
264,62259686,80.81563627024502,5.672570907345437,4,"[43, 44, 45, 71]"
265,82203007,141.80268441769996,10.76673366762267,5,"[21, 45, 46, 48, 72]"
266,82256997,195.10876646852813,-47.050886250766816,6,"[10, 36, 37, 63, 64, 90]"
267,82289479,120.47970784222426,3.165972500013106,5,"[44, 45, 46, 71, 72]"
268,82308728,159.20306165760593,19.112181975065305,2,"[22, 49]"
269,3205453,262.78636009475093,12.288145632867655,1,[91]
270,3296473,158.40434436784932,-49.903471193158836,3,"[8, 9, 35]"
271,3212365,83.42250218396545,8.935087794627078,8,"[19, 43, 44, 45, 59, 71, 73, 86]"
272,23137804,41.21025309268249,-23.91044455615343,2,"[4, 31]"
273,23104270,269.2292249481372,-18.88681552083631,4,"[13, 39, 66, 93]"
274,23129352,239.3261425316252,-5.544545813896598,1,[91]
275,23222558,182.6140593898522,-34.803399494252176,4,"[9, 36, 63, 90]"
276,43338030,258.058984261909,46.02827655510307,5,"[25, 26, 52, 53, 79]"
277,62441822,270.0460316540586,-24.11465534872851,4,"[13, 39, 66, 93]"
278,62480591,135.8291156554947,-20.401114006619267,4,"[8, 34, 61, 88]"
279,62534844,136.53401393397556,-21.515081425315927,4,"[8, 34, 61, 88]"
280,82376727,39.85285203545424,24.134589728705016,3,"[18, 58, 85]"
281,3375779,279.56098361006696,-0.7410698956256841,1,[92]
282,23327012,183.110474898344,-34.336297445428215,4,"[9, 36, 63, 90]"
283,23270430,181.43609571373412,-32.59336701621646,4,"[9, 36, 63, 90]"
284,23270537,181.4091211060078,-32.37704029309629,4,"[9, 36, 63, 90]"
285,23351808,183.37693067076023,-34.44143398456865,4,"[9, 36, 63, 90]"
286,43616426,263.8295368992042,36.614329953722525,3,"[52, 53, 79]"
287,43560573,262.8708575783939,37.108101191186186,4,"[26, 52, 53, 79]"
288,62573638,137.29239929444302,-20.10350721118631,4,"[8, 34, 61, 88]"
289,62569281,137.71083995038347,-21.94910023088089,4,"[8, 34, 61, 88]"
290,62642421,81.36005473827474,4.809802332797582,4,"[43, 44, 45, 71]"
291,62627455,139.89754468726002,-18.33153517426124,3,"[8, 61, 88]"
292,62702862,81.51841057324081,6.415541448405919,5,"[19, 43, 44, 45, 71]"
293,82546579,170.97166375675917,9.487038236054286,5,"[22, 45, 46, 49, 72]"
294,82657890,261.340181539266,-6.222413011270725,3,"[12, 39, 91]"
295,3664719,123.34866120315206,6.986316976041342,7,"[21, 44, 45, 46, 47, 71, 72]"
296,3645269,123.58019716712455,4.932806442410721,5,"[44, 45, 46, 71, 72]"
297,3585136,158.98748495805128,-49.68743405887958,4,"[8, 9, 35, 62]"
298,3650509,250.0100268629643,-17.776716069624307,1,[65]
299,3576220,122.50254882357537,7.542609426220062,6,"[44, 45, 46, 47, 71, 72]"
300,3576222,122.50194926543557,7.54128659891216,6,"[44, 45, 46, 47, 71, 72]"
301,23558618,185.88831417709122,-35.721359630462516,5,"[9, 10, 36, 63, 90]"
302,23583692,186.2217035263125,-35.65206178731829,5,"[9, 10, 36, 63, 90]"
303,23566533,240.50153666815854,-5.865039109255072,1,[91]
304,23582373,185.5286252960895,-34.60703036704493,5,"[9, 10, 36, 63, 90]"
305,23639066,216.5327932766825,8.01194662877754,2,"[51, 91]"
306,43650034,73.55899540703496,-34.35505481964996,2,"[5, 32]"
307,43680999,258.8833977681794,-7.457257563094232,2,"[12, 91]"
308,43734086,264.189589303991,38.52286122006823,5,"[26, 52, 53, 79, 80]"
309,43790244,264.39432274818387,39.304575261610694,5,"[26, 52, 53, 79, 80]"
310,62740103,114.34764119135454,-1.06240495895674,4,"[44, 45, 46, 72]"
311,62822682,114.54048855043243,-0.9111525188493135,3,"[44, 45, 46]"
312,82694493,83.33875133245124,39.94944060205872,4,"[19, 59, 73, 86]"
313,82799356,83.39896704738845,36.98513046825437,4,"[19, 59, 73, 86]"
314,82849372,249.95801098175332,-37.81318660993589,3,"[12, 39, 65]"
315,3772886,160.3749114672612,-51.080509780617476,5,"[8, 9, 35, 62, 89]"
316,3699722,124.23888665784929,5.0315322272777205,5,"[44, 45, 46, 71, 72]"
317,3838520,5.861822644921487,-13.35070465223539,2,"[3, 30]"
318,3810734,4.629342328866601,-14.167128096965524,2,"[3, 30]"
319,3816118,6.4857184635293175,-10.683324659346882,5,"[3, 30, 42, 43, 70]"
320,3811994,6.225059505155289,-11.0344315915841,5,"[3, 30, 42, 43, 70]"
321,43906107,264.9038586031175,37.661099556938446,4,"[26, 53, 79, 80]"
322,44014899,265.1803361990568,37.78377070466531,4,"[26, 53, 79, 80]"
323,44015637,265.2131404302545,37.15822311448122,4,"[26, 53, 79, 80]"
324,44019288,265.4573309543569,36.405106477679404,2,"[79, 80]"
325,62903306,168.84263558887199,-6.242061854441942,5,"[9, 36, 45, 46, 72]"
326,3902250,163.6134569089715,16.774014569572742,2,"[22, 49]"
327,3941110,143.2071195623105,16.75612364482559,2,"[21, 48]"
328,3944756,263.6706362025272,12.058920339896202,2,"[91, 92]"
329,3962869,7.2521817643336215,-14.732249886742572,2,"[3, 30]"
330,3885864,279.80285225112397,-0.893154144616051,1,[92]
331,23849367,191.59170815152368,44.7677782717644,3,"[23, 50, 77]"
332,3988251,8.045446610618487,-13.715218034109752,2,"[3, 30]"
333,23913506,313.0543464614902,8.239811313476192,2,"[81, 92]"
334,23956172,241.5273628566053,-6.189486227542925,1,[38]
335,23963679,313.95886916669855,10.161753974525324,3,"[55, 81, 92]"
336,23959521,312.4428896409136,5.719575747439472,1,[92]
337,44072803,352.5643399059592,30.824065172489213,1,[83]
338,44180973,244.30304462119713,-38.93229449409881,4,"[12, 38, 39, 65]"
339,83135166,195.10505260096429,-13.31914159011949,4,"[10, 37, 63, 90]"
340,83113252,195.59711206741994,-14.854783430387188,4,"[10, 37, 63, 90]"
341,4113275,78.9877438236493,-28.88175614603777,2,"[5, 32]"
342,23969522,132.71131421143807,30.688779292162927,2,"[21, 48]"
343,24053730,223.55906046925867,57.91417032632656,4,"[24, 25, 51, 78]"
344,24005851,146.5190761545456,33.06214899614743,2,"[21, 48]"
345,24089803,224.94209102759794,58.180970099328825,3,"[24, 25, 78]"
346,44222598,2.6144327524210764,37.10764004076093,3,"[16, 56, 83]"
347,44225696,1.1136229067405137,34.5475141428604,2,"[56, 83]"
348,44242387,278.69110885482104,17.275918858992313,1,[80]
349,44308541,164.1645587928423,-46.28775083039991,5,"[9, 35, 36, 62, 89]"
350,63217246,153.0105697411714,5.7518075523783425,3,"[45, 46, 72]"
351,63219023,154.5505041860931,2.52128234053772,3,"[45, 46, 72]"
352,83229320,221.39047081260932,-14.830904897397494,3,"[11, 38, 64]"
