#
#  Times of cadences affected by momentum dumps
#  Created Thu Oct  9 00:03:05 EDT 2025 by roland
#
#  Fields are UTC, TJD, spacecraft time, cadence number, FFI number
#
2020-02-03 11:13:22.221114 UTC, 1882.96841905, 1264763640.0, 471970, 31464
2020-02-05 09:43:22.149801 UTC, 1884.90591823, 1264931040.0, 473365, 31557
2020-02-05 09:45:22.149749 UTC, 1884.90730711, 1264931160.0, 473366, 31557
2020-02-05 09:47:22.149697 UTC, 1884.90869600, 1264931280.0, 473367, 31557
2020-02-05 09:49:22.149645 UTC, 1884.91008489, 1264931400.0, 473368, 31557
2020-02-05 09:51:22.149592 UTC, 1884.91147378, 1264931520.0, 473369, 31557
2020-02-05 09:53:22.149540 UTC, 1884.91286267, 1264931640.0, 473370, 31557
2020-02-05 09:55:22.149488 UTC, 1884.91425156, 1264931760.0, 473371, 31557
2020-02-05 09:57:22.149435 UTC, 1884.91564044, 1264931880.0, 473372, 31557
2020-02-05 09:59:22.149383 UTC, 1884.91702933, 1264932000.0, 473373, 31558
2020-02-05 10:01:22.149331 UTC, 1884.91841822, 1264932120.0, 473374, 31558
2020-02-05 10:03:22.149279 UTC, 1884.91980711, 1264932240.0, 473375, 31558
2020-02-05 10:05:22.149226 UTC, 1884.92119600, 1264932360.0, 473376, 31558
2020-02-05 10:07:22.149174 UTC, 1884.92258488, 1264932480.0, 473377, 31558
2020-02-11 23:01:21.903110 UTC, 1891.46008204, 1265497320.0, 478084, 31872
2020-02-11 23:03:21.903058 UTC, 1891.46147093, 1265497440.0, 478085, 31872
2020-02-11 23:05:21.903006 UTC, 1891.46285982, 1265497560.0, 478086, 31872
2020-02-11 23:07:21.902953 UTC, 1891.46424870, 1265497680.0, 478087, 31872
2020-02-11 23:09:21.902901 UTC, 1891.46563759, 1265497800.0, 478088, 31872
2020-02-11 23:11:21.902849 UTC, 1891.46702648, 1265497920.0, 478089, 31872
2020-02-11 23:13:21.902797 UTC, 1891.46841537, 1265498040.0, 478090, 31872
2020-02-19 18:53:21.609247 UTC, 1899.28785642, 1266173640.0, 483720, 32247
2020-02-19 18:55:21.609197 UTC, 1899.28924531, 1266173760.0, 483721, 32247
2020-02-19 18:57:21.609146 UTC, 1899.29063419, 1266173880.0, 483722, 32247
2020-02-19 18:59:21.609095 UTC, 1899.29202308, 1266174000.0, 483723, 32248
2020-02-19 19:01:21.609044 UTC, 1899.29341197, 1266174120.0, 483724, 32248
2020-02-19 19:03:21.608993 UTC, 1899.29480086, 1266174240.0, 483725, 32248
2020-02-19 19:05:21.608942 UTC, 1899.29618975, 1266174360.0, 483726, 32248
2020-02-19 19:07:21.608891 UTC, 1899.29757864, 1266174480.0, 483727, 32248
2020-02-19 19:09:21.608840 UTC, 1899.29896752, 1266174600.0, 483728, 32248
2020-02-19 19:11:21.608790 UTC, 1899.30035641, 1266174720.0, 483729, 32248
2020-02-19 19:13:21.608739 UTC, 1899.30174530, 1266174840.0, 483730, 32248
2020-02-19 19:15:21.608688 UTC, 1899.30313419, 1266174960.0, 483731, 32248
2020-02-19 19:17:21.608637 UTC, 1899.30452308, 1266175080.0, 483732, 32248
2020-02-26 11:01:21.364874 UTC, 1905.96007581, 1266750120.0, 488524, 32568
2020-02-26 11:03:21.364823 UTC, 1905.96146470, 1266750240.0, 488525, 32568
2020-02-26 11:05:21.364772 UTC, 1905.96285359, 1266750360.0, 488526, 32568
2020-02-26 11:07:21.364722 UTC, 1905.96424248, 1266750480.0, 488527, 32568
2020-02-26 11:09:21.364671 UTC, 1905.96563137, 1266750600.0, 488528, 32568
2020-02-26 11:11:21.364620 UTC, 1905.96702025, 1266750720.0, 488529, 32568
2020-02-26 11:13:21.364569 UTC, 1905.96840914, 1266750840.0, 488530, 32568
2020-03-05 01:19:21.086421 UTC, 1913.55590592, 1267406400.0, 493993, 32932
2020-03-05 01:21:21.086368 UTC, 1913.55729481, 1267406520.0, 493994, 32932
2020-03-05 01:23:21.086316 UTC, 1913.55868370, 1267406640.0, 493995, 32932
2020-03-05 01:25:21.086263 UTC, 1913.56007259, 1267406760.0, 493996, 32932
2020-03-05 01:27:21.086210 UTC, 1913.56146148, 1267406880.0, 493997, 32932
2020-03-05 01:29:21.086158 UTC, 1913.56285037, 1267407000.0, 493998, 32933
2020-03-05 01:31:21.086105 UTC, 1913.56423925, 1267407120.0, 493999, 32933
2020-03-05 01:33:21.086053 UTC, 1913.56562814, 1267407240.0, 494000, 32933
2020-03-05 01:35:21.086000 UTC, 1913.56701703, 1267407360.0, 494001, 32933
2020-03-05 01:37:21.085948 UTC, 1913.56840592, 1267407480.0, 494002, 32933
2020-03-05 01:39:21.085895 UTC, 1913.56979481, 1267407600.0, 494003, 32933
2020-03-05 01:41:21.085842 UTC, 1913.57118370, 1267407720.0, 494004, 32933
2020-03-11 20:31:20.829079 UTC, 1920.35590295, 1267993920.0, 498889, 33259
2020-03-11 20:33:20.829026 UTC, 1920.35729184, 1267994040.0, 498890, 33259
2020-03-11 20:35:20.828974 UTC, 1920.35868072, 1267994160.0, 498891, 33259
2020-03-11 20:37:20.828921 UTC, 1920.36006961, 1267994280.0, 498892, 33259
2020-03-11 20:39:20.828868 UTC, 1920.36145850, 1267994400.0, 498893, 33259
2020-03-11 20:41:20.828816 UTC, 1920.36284739, 1267994520.0, 498894, 33259
2020-03-11 20:43:20.828763 UTC, 1920.36423628, 1267994640.0, 498895, 33259
2020-03-19 14:03:20.537304 UTC, 1928.08645513, 1268661840.0, 504455, 33630
2020-03-19 14:05:20.537252 UTC, 1928.08784401, 1268661960.0, 504456, 33630
2020-03-19 14:07:20.537201 UTC, 1928.08923290, 1268662080.0, 504457, 33630
2020-03-19 14:09:20.537150 UTC, 1928.09062179, 1268662200.0, 504458, 33630
2020-03-19 14:11:20.537099 UTC, 1928.09201068, 1268662320.0, 504459, 33630
2020-03-19 14:13:20.537048 UTC, 1928.09339957, 1268662440.0, 504460, 33630
2020-03-19 14:15:20.536997 UTC, 1928.09478846, 1268662560.0, 504461, 33630
2020-03-19 14:17:20.536945 UTC, 1928.09617734, 1268662680.0, 504462, 33630
2020-03-19 14:19:20.536894 UTC, 1928.09756623, 1268662800.0, 504463, 33630
2020-03-19 14:21:20.536843 UTC, 1928.09895512, 1268662920.0, 504464, 33630
2020-03-19 14:23:20.536792 UTC, 1928.10034401, 1268663040.0, 504465, 33630
2020-03-19 14:25:20.536741 UTC, 1928.10173290, 1268663160.0, 504466, 33630
2020-03-19 14:27:20.536689 UTC, 1928.10312179, 1268663280.0, 504467, 33630
2020-03-27 15:31:20.240282 UTC, 1936.14756280, 1269358320.0, 510259, 34017
2020-03-27 15:33:20.240231 UTC, 1936.14895169, 1269358440.0, 510260, 34017
2020-03-27 15:35:20.240180 UTC, 1936.15034058, 1269358560.0, 510261, 34017
2020-03-27 15:37:20.240128 UTC, 1936.15172946, 1269358680.0, 510262, 34017
2020-03-27 15:39:20.240077 UTC, 1936.15311835, 1269358800.0, 510263, 34017
2020-03-27 15:41:20.240026 UTC, 1936.15450724, 1269358920.0, 510264, 34017
2020-03-27 15:43:20.239975 UTC, 1936.15589613, 1269359040.0, 510265, 34017
2020-04-02 07:39:20.030812 UTC, 1941.81978260, 1269848400.0, 514343, 34289
2020-04-02 07:41:20.030759 UTC, 1941.82117149, 1269848520.0, 514344, 34289
2020-04-02 07:43:20.030707 UTC, 1941.82256037, 1269848640.0, 514345, 34289
2020-04-02 07:45:20.030654 UTC, 1941.82394926, 1269848760.0, 514346, 34289
2020-04-02 07:47:20.030601 UTC, 1941.82533815, 1269848880.0, 514347, 34289
2020-04-02 07:49:20.030549 UTC, 1941.82672704, 1269849000.0, 514348, 34289
2020-04-02 07:51:20.030496 UTC, 1941.82811593, 1269849120.0, 514349, 34289
2020-04-02 07:53:20.030444 UTC, 1941.82950482, 1269849240.0, 514350, 34289
2020-04-02 07:55:20.030391 UTC, 1941.83089370, 1269849360.0, 514351, 34289
2020-04-02 07:57:20.030339 UTC, 1941.83228259, 1269849480.0, 514352, 34289
2020-04-02 07:59:20.030286 UTC, 1941.83367148, 1269849600.0, 514353, 34290
2020-04-02 08:01:20.030233 UTC, 1941.83506037, 1269849720.0, 514354, 34290
2020-04-10 09:01:19.725777 UTC, 1949.87672351, 1270544520.0, 520144, 34676
2020-04-10 09:03:19.725725 UTC, 1949.87811240, 1270544640.0, 520145, 34676
2020-04-10 09:05:19.725672 UTC, 1949.87950129, 1270544760.0, 520146, 34676
2020-04-10 09:07:19.725620 UTC, 1949.88089018, 1270544880.0, 520147, 34676
2020-04-10 09:09:19.725567 UTC, 1949.88227906, 1270545000.0, 520148, 34676
2020-04-10 09:11:19.725514 UTC, 1949.88366795, 1270545120.0, 520149, 34676
2020-04-10 09:13:19.725462 UTC, 1949.88505684, 1270545240.0, 520150, 34676
2020-04-16 06:39:19.502223 UTC, 1955.77810981, 1271054400.0, 524393, 34959
2020-04-16 06:41:19.502170 UTC, 1955.77949870, 1271054520.0, 524394, 34959
2020-04-16 06:43:19.502117 UTC, 1955.78088759, 1271054640.0, 524395, 34959
2020-04-16 06:45:19.502064 UTC, 1955.78227648, 1271054760.0, 524396, 34959
2020-04-16 06:47:19.502011 UTC, 1955.78366537, 1271054880.0, 524397, 34959
2020-04-16 06:49:19.501958 UTC, 1955.78505425, 1271055000.0, 524398, 34959
2020-04-16 06:51:19.501905 UTC, 1955.78644314, 1271055120.0, 524399, 34959
2020-04-16 06:53:19.501852 UTC, 1955.78783203, 1271055240.0, 524400, 34959
2020-04-16 06:55:19.501799 UTC, 1955.78922092, 1271055360.0, 524401, 34959
2020-04-16 06:57:19.501746 UTC, 1955.79060981, 1271055480.0, 524402, 34959
2020-04-16 06:59:19.501693 UTC, 1955.79199870, 1271055600.0, 524403, 34960
2020-04-16 07:01:19.501640 UTC, 1955.79338758, 1271055720.0, 524404, 34960
2020-04-29 18:03:18.987736 UTC, 1969.25310386, 1272218640.0, 534095, 35606
2020-04-29 18:05:18.987681 UTC, 1969.25449275, 1272218760.0, 534096, 35606
2020-04-29 18:07:18.987626 UTC, 1969.25588163, 1272218880.0, 534097, 35606
2020-04-29 18:09:18.987571 UTC, 1969.25727052, 1272219000.0, 534098, 35606
2020-04-29 18:11:18.987516 UTC, 1969.25865941, 1272219120.0, 534099, 35606
2020-04-29 18:13:18.987462 UTC, 1969.26004830, 1272219240.0, 534100, 35606
2020-04-29 18:15:18.987407 UTC, 1969.26143719, 1272219360.0, 534101, 35606
2020-04-29 18:17:18.987352 UTC, 1969.26282607, 1272219480.0, 534102, 35606
2020-04-29 18:19:18.987297 UTC, 1969.26421496, 1272219600.0, 534103, 35606
2020-04-29 18:21:18.987242 UTC, 1969.26560385, 1272219720.0, 534104, 35606
2020-04-29 18:23:18.987187 UTC, 1969.26699274, 1272219840.0, 534105, 35606
2020-04-29 18:25:18.987132 UTC, 1969.26838163, 1272219960.0, 534106, 35606
2020-04-29 18:27:18.987077 UTC, 1969.26977052, 1272220080.0, 534107, 35606
2020-05-07 13:31:18.679067 UTC, 1977.06421139, 1272893520.0, 539719, 35981
2020-05-07 13:33:18.679012 UTC, 1977.06560028, 1272893640.0, 539720, 35981
2020-05-07 13:35:18.678957 UTC, 1977.06698917, 1272893760.0, 539721, 35981
2020-05-07 13:37:18.678902 UTC, 1977.06837806, 1272893880.0, 539722, 35981
2020-05-07 13:39:18.678847 UTC, 1977.06976695, 1272894000.0, 539723, 35981
2020-05-07 13:41:18.678792 UTC, 1977.07115584, 1272894120.0, 539724, 35981
2020-05-07 13:43:18.678738 UTC, 1977.07254472, 1272894240.0, 539725, 35981
2020-05-14 02:43:18.420914 UTC, 1983.61420840, 1273459440.0, 544435, 36295
2020-05-14 02:45:18.420860 UTC, 1983.61559729, 1273459560.0, 544436, 36295
2020-05-14 02:47:18.420807 UTC, 1983.61698618, 1273459680.0, 544437, 36295
2020-05-14 02:49:18.420753 UTC, 1983.61837507, 1273459800.0, 544438, 36295
2020-05-14 02:51:18.420700 UTC, 1983.61976396, 1273459920.0, 544439, 36295
2020-05-14 02:53:18.420646 UTC, 1983.62115285, 1273460040.0, 544440, 36295
2020-05-14 02:55:18.420593 UTC, 1983.62254173, 1273460160.0, 544441, 36295
2020-05-14 02:57:18.420539 UTC, 1983.62393062, 1273460280.0, 544442, 36295
2020-05-14 02:59:18.420486 UTC, 1983.62531951, 1273460400.0, 544443, 36296
2020-05-14 03:01:18.420433 UTC, 1983.62670840, 1273460520.0, 544444, 36296
2020-05-14 03:03:18.420379 UTC, 1983.62809729, 1273460640.0, 544445, 36296
2020-05-14 03:05:18.420326 UTC, 1983.62948618, 1273460760.0, 544446, 36296
2020-05-14 03:07:18.420272 UTC, 1983.63087506, 1273460880.0, 544447, 36296
2020-05-19 16:01:18.207191 UTC, 1989.16837260, 1273939320.0, 548434, 36562
2020-05-19 16:03:18.207137 UTC, 1989.16976149, 1273939440.0, 548435, 36562
2020-05-19 16:05:18.207084 UTC, 1989.17115037, 1273939560.0, 548436, 36562
2020-05-19 16:07:18.207030 UTC, 1989.17253926, 1273939680.0, 548437, 36562
2020-05-19 16:09:18.206977 UTC, 1989.17392815, 1273939800.0, 548438, 36562
2020-05-19 16:11:18.206923 UTC, 1989.17531704, 1273939920.0, 548439, 36562
2020-05-19 16:13:18.206870 UTC, 1989.17670593, 1273940040.0, 548440, 36562
2020-05-27 09:33:17.909070 UTC, 1996.89892470, 1274607240.0, 554000, 36933
2020-05-27 09:35:17.909016 UTC, 1996.90031359, 1274607360.0, 554001, 36933
2020-05-27 09:37:17.908961 UTC, 1996.90170248, 1274607480.0, 554002, 36933
2020-05-27 09:39:17.908906 UTC, 1996.90309136, 1274607600.0, 554003, 36933
2020-05-27 09:41:17.908851 UTC, 1996.90448025, 1274607720.0, 554004, 36933
2020-05-27 09:43:17.908796 UTC, 1996.90586914, 1274607840.0, 554005, 36933
2020-05-27 09:45:17.908741 UTC, 1996.90725803, 1274607960.0, 554006, 36933
2020-05-27 09:47:17.908686 UTC, 1996.90864692, 1274608080.0, 554007, 36933
2020-05-27 09:49:17.908631 UTC, 1996.91003581, 1274608200.0, 554008, 36933
2020-05-27 09:51:17.908576 UTC, 1996.91142469, 1274608320.0, 554009, 36933
2020-05-27 09:53:17.908522 UTC, 1996.91281358, 1274608440.0, 554010, 36933
2020-05-27 09:55:17.908467 UTC, 1996.91420247, 1274608560.0, 554011, 36933
2020-05-27 09:57:17.908412 UTC, 1996.91559136, 1274608680.0, 554012, 36933
2020-06-02 17:01:17.659672 UTC, 2003.21003292, 1275152520.0, 558544, 37236
2020-06-02 17:03:17.659617 UTC, 2003.21142181, 1275152640.0, 558545, 37236
2020-06-02 17:05:17.659562 UTC, 2003.21281070, 1275152760.0, 558546, 37236
2020-06-02 17:07:17.659507 UTC, 2003.21419959, 1275152880.0, 558547, 37236
2020-06-02 17:09:17.659452 UTC, 2003.21558848, 1275153000.0, 558548, 37236
2020-06-02 17:11:17.659397 UTC, 2003.21697736, 1275153120.0, 558549, 37236
2020-06-02 17:13:17.659342 UTC, 2003.21836625, 1275153240.0, 558550, 37236
2020-06-09 17:59:17.381993 UTC, 2010.25030748, 1275760800.0, 563613, 37574
2020-06-09 18:01:17.381940 UTC, 2010.25169637, 1275760920.0, 563614, 37574
2020-06-09 18:03:17.381886 UTC, 2010.25308526, 1275761040.0, 563615, 37574
2020-06-09 18:05:17.381833 UTC, 2010.25447415, 1275761160.0, 563616, 37574
2020-06-09 18:07:17.381780 UTC, 2010.25586304, 1275761280.0, 563617, 37574
2020-06-09 18:09:17.381726 UTC, 2010.25725193, 1275761400.0, 563618, 37574
2020-06-09 18:11:17.381673 UTC, 2010.25864081, 1275761520.0, 563619, 37574
2020-06-09 18:13:17.381620 UTC, 2010.26002970, 1275761640.0, 563620, 37574
2020-06-09 18:15:17.381567 UTC, 2010.26141859, 1275761760.0, 563621, 37574
2020-06-09 18:17:17.381513 UTC, 2010.26280748, 1275761880.0, 563622, 37574
2020-06-09 18:19:17.381460 UTC, 2010.26419637, 1275762000.0, 563623, 37574
2020-06-09 18:21:17.381407 UTC, 2010.26558526, 1275762120.0, 563624, 37574
2020-06-15 19:01:17.150033 UTC, 2016.29336035, 1276282920.0, 567964, 37864
2020-06-15 19:03:17.149979 UTC, 2016.29474924, 1276283040.0, 567965, 37864
2020-06-15 19:05:17.149926 UTC, 2016.29613813, 1276283160.0, 567966, 37864
2020-06-15 19:07:17.149873 UTC, 2016.29752702, 1276283280.0, 567967, 37864
2020-06-15 19:09:17.149819 UTC, 2016.29891591, 1276283400.0, 567968, 37864
2020-06-15 19:11:17.149766 UTC, 2016.30030480, 1276283520.0, 567969, 37864
2020-06-15 19:13:17.149713 UTC, 2016.30169368, 1276283640.0, 567970, 37864
2020-06-22 14:19:16.888247 UTC, 2023.09752399, 1276870800.0, 572863, 38190
2020-06-22 14:21:16.888191 UTC, 2023.09891288, 1276870920.0, 572864, 38190
2020-06-22 14:23:16.888136 UTC, 2023.10030176, 1276871040.0, 572865, 38190
2020-06-22 14:25:16.888081 UTC, 2023.10169065, 1276871160.0, 572866, 38190
2020-06-22 14:27:16.888026 UTC, 2023.10307954, 1276871280.0, 572867, 38190
2020-06-22 14:29:16.887971 UTC, 2023.10446843, 1276871400.0, 572868, 38191
2020-06-22 14:31:16.887915 UTC, 2023.10585732, 1276871520.0, 572869, 38191
2020-06-22 14:33:16.887860 UTC, 2023.10724621, 1276871640.0, 572870, 38191
2020-06-22 14:35:16.887805 UTC, 2023.10863509, 1276871760.0, 572871, 38191
2020-06-22 14:37:16.887750 UTC, 2023.11002398, 1276871880.0, 572872, 38191
2020-06-22 14:39:16.887694 UTC, 2023.11141287, 1276872000.0, 572873, 38191
2020-06-22 14:41:16.887639 UTC, 2023.11280176, 1276872120.0, 572874, 38191
2020-06-28 15:31:16.647777 UTC, 2029.14752120, 1277393520.0, 577219, 38481
2020-06-28 15:33:16.647721 UTC, 2029.14891009, 1277393640.0, 577220, 38481
2020-06-28 15:35:16.647666 UTC, 2029.15029898, 1277393760.0, 577221, 38481
2020-06-28 15:37:16.647611 UTC, 2029.15168787, 1277393880.0, 577222, 38481
2020-06-28 15:39:16.647556 UTC, 2029.15307676, 1277394000.0, 577223, 38481
2020-06-28 15:41:16.647500 UTC, 2029.15446564, 1277394120.0, 577224, 38481
2020-06-28 15:43:16.647445 UTC, 2029.15585453, 1277394240.0, 577225, 38481
2020-07-05 18:13:16.365521 UTC, 2036.26001793, 1278008040.0, 582340, 0
2020-07-05 18:15:16.365466 UTC, 2036.26140682, 1278008160.0, 582341, 0
2020-07-05 18:17:16.365412 UTC, 2036.26279571, 1278008280.0, 582342, 0
2020-07-05 18:19:16.365358 UTC, 2036.26418460, 1278008400.0, 582343, 0
2020-07-05 18:21:16.365304 UTC, 2036.26557349, 1278008520.0, 582344, 0
2020-07-05 18:23:16.365250 UTC, 2036.26696238, 1278008640.0, 582345, 0
2020-07-05 18:25:16.365196 UTC, 2036.26835126, 1278008760.0, 582346, 0
2020-07-05 18:27:16.365142 UTC, 2036.26974015, 1278008880.0, 582347, 0
2020-07-05 18:29:16.365088 UTC, 2036.27112904, 1278009000.0, 582348, 0
2020-07-05 18:31:16.365034 UTC, 2036.27251793, 1278009120.0, 582349, 0
2020-07-05 18:33:16.364980 UTC, 2036.27390682, 1278009240.0, 582350, 0
2020-07-05 18:35:16.364925 UTC, 2036.27529570, 1278009360.0, 582351, 0
2020-07-05 18:37:16.364871 UTC, 2036.27668459, 1278009480.0, 582352, 0
2020-07-11 19:31:16.129710 UTC, 2042.31418187, 1278531120.0, 586699, 117339
2020-07-11 19:33:16.129656 UTC, 2042.31557076, 1278531240.0, 586700, 117339
2020-07-11 19:35:16.129602 UTC, 2042.31695965, 1278531360.0, 586701, 117339
2020-07-11 19:37:16.129548 UTC, 2042.31834853, 1278531480.0, 586702, 117339
2020-07-11 19:39:16.129493 UTC, 2042.31973742, 1278531600.0, 586703, 117340
2020-07-11 19:41:16.129439 UTC, 2042.32112631, 1278531720.0, 586704, 117340
2020-07-11 19:43:16.129385 UTC, 2042.32251520, 1278531840.0, 586705, 117340
2020-07-18 15:13:15.864203 UTC, 2049.13501213, 1279120440.0, 591610, 118321
2020-07-18 15:15:15.864150 UTC, 2049.13640102, 1279120560.0, 591611, 118321
2020-07-18 15:17:15.864097 UTC, 2049.13778990, 1279120680.0, 591612, 118321
2020-07-18 15:19:15.864045 UTC, 2049.13917879, 1279120800.0, 591613, 118322
2020-07-18 15:21:15.863992 UTC, 2049.14056768, 1279120920.0, 591614, 118322
2020-07-18 15:23:15.863939 UTC, 2049.14195657, 1279121040.0, 591615, 118322
2020-07-18 15:25:15.863886 UTC, 2049.14334546, 1279121160.0, 591616, 118322
2020-07-18 15:27:15.863834 UTC, 2049.14473435, 1279121280.0, 591617, 118322
2020-07-18 15:29:15.863781 UTC, 2049.14612323, 1279121400.0, 591618, 118323
2020-07-18 15:31:15.863728 UTC, 2049.14751212, 1279121520.0, 591619, 118323
2020-07-18 15:33:15.863676 UTC, 2049.14890101, 1279121640.0, 591620, 118323
2020-07-18 15:35:15.863623 UTC, 2049.15028990, 1279121760.0, 591621, 118323
2020-07-18 15:37:15.863570 UTC, 2049.15167879, 1279121880.0, 591622, 118323
2020-07-24 10:31:15.643823 UTC, 2054.93917624, 1279621920.0, 595789, 119157
2020-07-24 10:33:15.643770 UTC, 2054.94056513, 1279622040.0, 595790, 119157
2020-07-24 10:35:15.643718 UTC, 2054.94195402, 1279622160.0, 595791, 119157
2020-07-24 10:37:15.643665 UTC, 2054.94334291, 1279622280.0, 595792, 119157
2020-07-24 10:39:15.643612 UTC, 2054.94473179, 1279622400.0, 595793, 119158
2020-07-24 10:41:15.643559 UTC, 2054.94612068, 1279622520.0, 595794, 119158
2020-07-24 10:43:15.643507 UTC, 2054.94750957, 1279622640.0, 595795, 119158
2020-07-31 07:59:15.381723 UTC, 2061.83361765, 1280217600.0, 600753, 120150
2020-07-31 08:01:15.381669 UTC, 2061.83500654, 1280217720.0, 600754, 120150
2020-07-31 08:03:15.381616 UTC, 2061.83639543, 1280217840.0, 600755, 120150
2020-07-31 08:05:15.381562 UTC, 2061.83778432, 1280217960.0, 600756, 120150
2020-07-31 08:07:15.381509 UTC, 2061.83917320, 1280218080.0, 600757, 120150
2020-07-31 08:09:15.381456 UTC, 2061.84056209, 1280218200.0, 600758, 120151
2020-07-31 08:11:15.381402 UTC, 2061.84195098, 1280218320.0, 600759, 120151
2020-07-31 08:13:15.381349 UTC, 2061.84333987, 1280218440.0, 600760, 120151
2020-07-31 08:15:15.381295 UTC, 2061.84472876, 1280218560.0, 600761, 120151
2020-07-31 08:17:15.381242 UTC, 2061.84611764, 1280218680.0, 600762, 120151
2020-07-31 08:19:15.381188 UTC, 2061.84750653, 1280218800.0, 600763, 120152
2020-07-31 08:21:15.381135 UTC, 2061.84889542, 1280218920.0, 600764, 120152
2020-08-06 12:01:15.144229 UTC, 2068.00167046, 1280750520.0, 605194, 121038
2020-08-06 12:03:15.144175 UTC, 2068.00305934, 1280750640.0, 605195, 121038
2020-08-06 12:05:15.144122 UTC, 2068.00444823, 1280750760.0, 605196, 121038
2020-08-06 12:07:15.144068 UTC, 2068.00583712, 1280750880.0, 605197, 121038
2020-08-06 12:09:15.144015 UTC, 2068.00722601, 1280751000.0, 605198, 121039
2020-08-06 12:11:15.143961 UTC, 2068.00861490, 1280751120.0, 605199, 121039
2020-08-06 12:13:15.143908 UTC, 2068.01000379, 1280751240.0, 605200, 121039
2020-08-13 15:19:14.869900 UTC, 2075.13916728, 1281367200.0, 610333, 122066
2020-08-13 15:21:14.869847 UTC, 2075.14055617, 1281367320.0, 610334, 122066
2020-08-13 15:23:14.869795 UTC, 2075.14194506, 1281367440.0, 610335, 122066
2020-08-13 15:25:14.869743 UTC, 2075.14333394, 1281367560.0, 610336, 122066
2020-08-13 15:27:14.869691 UTC, 2075.14472283, 1281367680.0, 610337, 122066
2020-08-13 15:29:14.869638 UTC, 2075.14611172, 1281367800.0, 610338, 122067
2020-08-13 15:31:14.869586 UTC, 2075.14750061, 1281367920.0, 610339, 122067
2020-08-13 15:33:14.869534 UTC, 2075.14888950, 1281368040.0, 610340, 122067
2020-08-13 15:35:14.869481 UTC, 2075.15027838, 1281368160.0, 610341, 122067
2020-08-13 15:37:14.869429 UTC, 2075.15166727, 1281368280.0, 610342, 122067
2020-08-13 15:39:14.869377 UTC, 2075.15305616, 1281368400.0, 610343, 122068
2020-08-13 15:41:14.869324 UTC, 2075.15444505, 1281368520.0, 610344, 122068
2020-08-19 16:31:14.642029 UTC, 2081.18916464, 1281889920.0, 614689, 122937
2020-08-19 16:33:14.641976 UTC, 2081.19055353, 1281890040.0, 614690, 122937
2020-08-19 16:35:14.641924 UTC, 2081.19194242, 1281890160.0, 614691, 122937
2020-08-19 16:37:14.641872 UTC, 2081.19333130, 1281890280.0, 614692, 122937
2020-08-19 16:39:14.641820 UTC, 2081.19472019, 1281890400.0, 614693, 122938
2020-08-19 16:41:14.641767 UTC, 2081.19610908, 1281890520.0, 614694, 122938
2020-08-19 16:43:14.641715 UTC, 2081.19749797, 1281890640.0, 614695, 122938
2020-08-26 17:19:14.376939 UTC, 2088.22249490, 1282497600.0, 619753, 123950
2020-08-26 17:21:14.376885 UTC, 2088.22388379, 1282497720.0, 619754, 123950
2020-08-26 17:23:14.376832 UTC, 2088.22527268, 1282497840.0, 619755, 123950
2020-08-26 17:25:14.376778 UTC, 2088.22666157, 1282497960.0, 619756, 123950
2020-08-26 17:27:14.376724 UTC, 2088.22805046, 1282498080.0, 619757, 123950
2020-08-26 17:29:14.376670 UTC, 2088.22943934, 1282498200.0, 619758, 123951
2020-08-26 17:31:14.376617 UTC, 2088.23082823, 1282498320.0, 619759, 123951
2020-08-26 17:33:14.376563 UTC, 2088.23221712, 1282498440.0, 619760, 123951
2020-08-26 17:35:14.376509 UTC, 2088.23360601, 1282498560.0, 619761, 123951
2020-08-26 17:37:14.376456 UTC, 2088.23499490, 1282498680.0, 619762, 123951
2020-08-26 17:39:14.376402 UTC, 2088.23638379, 1282498800.0, 619763, 123952
2020-08-26 17:41:14.376348 UTC, 2088.23777267, 1282498920.0, 619764, 123952
2020-09-02 09:31:14.118902 UTC, 2094.89749192, 1283074320.0, 624559, 124911
2020-09-02 09:33:14.118848 UTC, 2094.89888080, 1283074440.0, 624560, 124911
2020-09-02 09:35:14.118794 UTC, 2094.90026969, 1283074560.0, 624561, 124911
2020-09-02 09:37:14.118741 UTC, 2094.90165858, 1283074680.0, 624562, 124911
2020-09-02 09:39:14.118687 UTC, 2094.90304747, 1283074800.0, 624563, 124912
2020-09-02 09:41:14.118633 UTC, 2094.90443636, 1283074920.0, 624564, 124912
2020-09-02 09:43:14.118579 UTC, 2094.90582525, 1283075040.0, 624565, 124912
2020-09-09 19:23:13.832770 UTC, 2102.30859971, 1283714640.0, 629895, 125978
2020-09-09 19:25:13.832717 UTC, 2102.30998860, 1283714760.0, 629896, 125978
2020-09-09 19:27:13.832664 UTC, 2102.31137749, 1283714880.0, 629897, 125978
2020-09-09 19:29:13.832612 UTC, 2102.31276638, 1283715000.0, 629898, 125979
2020-09-09 19:31:13.832559 UTC, 2102.31415527, 1283715120.0, 629899, 125979
2020-09-09 19:33:13.832507 UTC, 2102.31554416, 1283715240.0, 629900, 125979
2020-09-09 19:35:13.832454 UTC, 2102.31693304, 1283715360.0, 629901, 125979
2020-09-09 19:37:13.832401 UTC, 2102.31832193, 1283715480.0, 629902, 125979
2020-09-09 19:39:13.832349 UTC, 2102.31971082, 1283715600.0, 629903, 125980
2020-09-09 19:41:13.832296 UTC, 2102.32109971, 1283715720.0, 629904, 125980
